question_topic,mean_rating,condition,chain,generation,question,story_topic,story_reproduction
story_subjectivity,39.6875,strong evidence,KxzDREQps7SE6zTu,2,How objectively / subjectively written is the story?,arson,"Some fires, possibly arson, were set in Bavaria, Germany. Police had trouble finding any leads on the possible culprit until they put out a $6,000 reward for any tips. Afterwards, police found a black shirt that led to them finding and arresting the potential perpetrator of the fires. It is unclear whether the monetary reward for tips was the cause of this new development."
story_subjectivity,26.833333333333332,strong evidence,KxzDREQps7SE6zTu,3,How objectively / subjectively written is the story?,arson,"There was a fire in Bavaria Germany. Police put out a monetary prize for any tips on the case. They ended up finding a black shirt that led to the culprit. But, they don't  know if the money helped them find the black shirt."
story_subjectivity,49.21052631578947,strong evidence,KxzDREQps7SE6zTu,4,How objectively / subjectively written is the story?,arson,"Following a man-made fire in Bavaria, Germany, a black shirt constituted sufficient evidence to lead the police to the arsonist guilty of causing it. However, it is unclear whether this finding was the result of the monetary prize that the police offered in exchange for evidence relating to the case."
story_subjectivity,64.41176470588235,strong evidence,KxzDREQps7SE6zTu,5,How objectively / subjectively written is the story?,arson,"After a man-made fire in Germany, a black shirt was enough evidence for the police to convict the arsonist. However, it is unclear whether this is a result of the police issuing a monetary reward for evidence regarding the case."
story_subjectivity,34.5,strong evidence,neKlVvImJcUaYfbd,1,How objectively / subjectively written is the story?,scam,"30,000 internet users in Spain received a scam email warning charges for distributing pornographic content if they didn't send $11,500 within a month. Already $17 mil have been collected from 5% of the recipients. The email address was linked to a law firm in Barcelona, which denied that they sent the email. The scammers (both 52)) were caught on video footage at an internet cafe."
story_subjectivity,20.88235294117647,strong evidence,neKlVvImJcUaYfbd,2,How objectively / subjectively written is the story?,scam,"30,000 internet users in Spain were sent a scam email threatening the distribution of pornographic content if they did not send $11,500 within a month. Seventeen million dollars have already been collected from 5% of the email's recipients. The perpetrators (both 52) were caught on video footage at an internet café."
story_subjectivity,30.941176470588236,strong evidence,neKlVvImJcUaYfbd,3,How objectively / subjectively written is the story?,scam,"In Spain, 30 million people have been send emails threatening distribution of pornographic content if they did not pay $11,000. These emails were send from a location with footage. The senders have already collected 17 million dollars from 5% of the recipients."
story_subjectivity,35.578947368421055,strong evidence,neKlVvImJcUaYfbd,4,How objectively / subjectively written is the story?,scam,"In Spain, 30 million people were sent malicious emails by a hacker group. The hackers threatened to fill the receivers computers with pornography if a ransom of $11,000 was not paid. The hackers have already received 17 million dollars, from just 5% of the victims."
story_subjectivity,32.916666666666664,strong evidence,neKlVvImJcUaYfbd,5,How objectively / subjectively written is the story?,scam,"In Spain, 30 million people received emails from hackers who threatened to flood their computers with pornography unless a sum of $11,000 was paid. The hackers have earned a lot of money already despite only 5% of people sending money."
story_subjectivity,48.611111111111114,strong evidence,OxeQFpfbyKzpIg69,1,How objectively / subjectively written is the story?,scam,"On August 30, 2018, 30,000 internet users in Spain received an email with the subject line ""Copyright infringement––immediate response required."" The email accused users of having illegally distributed pornographic content, and instructed them to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to the website of a real law firm in Barcelona. However, the law firm has come forward and identified these emails as a hoax. According to police, 5% of the email's recipients have already paid the fine, which amounts to over $17 million having gone to the scammers. Police were able to trace the original location from which the spam email was sent, and found that it came from an internet cafe. Footage places two people, one man and one woman, at the scene. If caught, the scammers face 9 years in prison. Furthermore, it has been reported that the footage from the cafe is extremely high quality, so it is quite likely to serve as  unquestionable evidence against those charged."
story_subjectivity,30.5,strong evidence,OxeQFpfbyKzpIg69,2,How objectively / subjectively written is the story?,scam,"A scam occurred in which 2 people sent an email from a real Barcelona law firm address, asking recipients to pay $11500 for wrongfully distributing pornographic content. 5% of recipients paid, amounting in $17 million for the scammers. Police traced the email to a Internet cafe, and 2 people were caught on high-quality camera committing the scam. If police are able to find and identify these people, there is ample evidence to charge them with the crime (and put them in jail for 9 years)."
story_subjectivity,47.11764705882353,strong evidence,OxeQFpfbyKzpIg69,3,How objectively / subjectively written is the story?,scam,"Two people sent a scam email from a valid Barcelona law firm's email address, demanding $115,000 for distribution of pornographic material. 5% of people paid, sending the scammers at total of 17 million dollars. The email was traced and the people were caught on high definition tape. If they are caught they face 9 years in jail.\n"
story_subjectivity,39.55555555555556,strong evidence,OxeQFpfbyKzpIg69,4,How objectively / subjectively written is the story?,scam,"Scammers sent fake emails to people where 5% of people responded, leading to the scammers earning millions of dollars"
story_subjectivity,41.05882352941177,strong evidence,OxeQFpfbyKzpIg69,5,How objectively / subjectively written is the story?,scam,"Scammers sent emails to a group of people, and 5% of those people participated in the emails' instructions, thus leading to the scammers obtaining millions of dollars."
story_subjectivity,44.285714285714285,strong evidence,SYmQ0zBGswlg1CQO,1,How objectively / subjectively written is the story?,bees,"Two boys arrested for the destruction of a couple's beehive and their equipments, killing half a million bees causing great monetary damage. However, even though they are still minors, they are facing charges of up to ten years in imprisonment and thousands of dollars in fine if found guilty."
story_subjectivity,41.75,strong evidence,SYmQ0zBGswlg1CQO,2,How objectively / subjectively written is the story?,bees,"Two boys were recently arrested for the destruction of their neighbor's beehive. They killed over half of the bees. Although the boys are minors, they face up to ten years in prison, and thousands of dollars in fines - if they are convicted."
story_subjectivity,48.5,strong evidence,SYmQ0zBGswlg1CQO,3,How objectively / subjectively written is the story?,bees,Two boys were arrested for killing a beehive. They killed half of the bees. The boys could face significant prison time.
story_subjectivity,25.785714285714285,strong evidence,SYmQ0zBGswlg1CQO,4,How objectively / subjectively written is the story?,bees,Two boys were arrested for killing a beehive. They killed half of the bees. They are facing jail time.
story_subjectivity,44.4375,strong evidence,SYmQ0zBGswlg1CQO,5,How objectively / subjectively written is the story?,bees,Two boys were charged with killing a beehive. They killed have the bees. They are facing jail time.
story_subjectivity,41.578947368421055,strong evidence,VlSEbW1OSdwcTHj8,1,How objectively / subjectively written is the story?,professor,"Prof. Jim Smith of Corsen University has been accused of sexual assault of 11 different women. He allegedly had quid pro quo relationships with several graduate students and hosted hot tub parties were nudity was invovled and students were present. If found guilty he could be suspended or even fired, a rarity for tenured professors. Based on character surveys it appears that there may be grounds for these accusations."
story_subjectivity,58.94444444444444,strong evidence,VlSEbW1OSdwcTHj8,2,How objectively / subjectively written is the story?,professor,A professor was accused of sexual assaulting women in various ways. He had tenure. The accusations are believable given his character judgement.
story_subjectivity,46.333333333333336,strong evidence,VlSEbW1OSdwcTHj8,3,How objectively / subjectively written is the story?,professor,A professor was accused of sexually assaulting several women. His actions came as shock since he had tenure.
story_subjectivity,52.68421052631579,strong evidence,VlSEbW1OSdwcTHj8,4,How objectively / subjectively written is the story?,professor,"People were surprised when a professor was found guilty of sexually assaulting multiple women, They were surprised that he would was found guilty because he had tenure."
story_subjectivity,54.5,strong evidence,VlSEbW1OSdwcTHj8,5,How objectively / subjectively written is the story?,professor,People were surprised that the professor was found assaulting multiple women. They are surprised that he was found guilty because he had Tenure.
story_subjectivity,42.75,strong evidence,WdBIcKMSI5txdaDd,1,How objectively / subjectively written is the story?,professor,"A professor is suspected of sexual harassment. It has been reported by many of his graduate students and other peers. If found guilty, he would be asked to leave his position."
story_subjectivity,45.705882352941174,strong evidence,WdBIcKMSI5txdaDd,2,How objectively / subjectively written is the story?,professor,"A professor is suspected of sexual harassment. It was been reported by graduate students and his peers. If found guilty, he would be asked to leave his position."
story_subjectivity,34.875,strong evidence,WdBIcKMSI5txdaDd,3,How objectively / subjectively written is the story?,professor,"A professor is suspected of sexual harassment and he was reported by graduate students. If he is found guilty, he will have to leave his position."
story_subjectivity,30.36842105263158,strong evidence,WdBIcKMSI5txdaDd,4,How objectively / subjectively written is the story?,professor,"Graduate student reported sexual assault from a professor. If the professor is convicted, he will lose his job."
story_subjectivity,36.77777777777778,strong evidence,WdBIcKMSI5txdaDd,5,How objectively / subjectively written is the story?,professor,Graduate students accused a professor of sexual assault and he will lose his job if he is found guilty.
story_subjectivity,37.5,strong evidence,WFnJiReIDnBkpFsB,1,How objectively / subjectively written is the story?,scam,"August 2018 in Spain there was an email scam that accumulated over $17 million to the scammers. Victims were sent an email that claimed they had to pay thousands of dollars in order to evade a lawsuit over the sharing of pornographic media. The email account associated with the scam email could be traced to a local law form who quickly disputed it as a hoax. By then, multiple people had already paid. The location of the scammers could be traced to a local coffee shop where clear footage revealed a man and a woman who were allegedly responsible for the scam."
story_subjectivity,35.94444444444444,strong evidence,WFnJiReIDnBkpFsB,2,How objectively / subjectively written is the story?,scam,A man and woman conducted an email scam that netted them over $17 million dollars. They did this by pretending to be a local law firm and demanding people to pay up over a lawsuit over unlawful distribution of pornographic materials.
story_subjectivity,48.88235294117647,strong evidence,WFnJiReIDnBkpFsB,3,How objectively / subjectively written is the story?,scam,A couple conducted an internet scam that resulted in a net gain of 17 million dollars. The couple would pretend to be a law firm and they would accuse people of unlawful distribution of pornographic photos and tell them to pay up for their crimes.\n
story_subjectivity,48.421052631578945,strong evidence,WFnJiReIDnBkpFsB,4,How objectively / subjectively written is the story?,scam,A coupe conducted an internet scam in which they would pretend to be a law firm and would tell people that they needed to pay money over a law suit regarding illegal distribution of porn.  The couple made over $17m.
story_subjectivity,48.15,strong evidence,WFnJiReIDnBkpFsB,5,How objectively / subjectively written is the story?,scam,"A couple made over $17 million through internet scams in which they would pretend to be a law firm seeking damages related to ""illegal pornography distribution""."
story_subjectivity,45.2,strong evidence,wo572d9yYwv41dUF,1,How objectively / subjectively written is the story?,bees,"In late December 2017, a couple in Iowa woke up to finding their agricultural bee farm had been attacked. Nearly half of their bees and upwards of $60,000 in property damage was caused in the destruction. The police have caught the suspects (two boys of age 12 and 13). They are charged with burglary, attacking an agricultural animal farm, and more. They will be charged in juvenile court. If convicted, they will face up to 10 years in prison and $10,000 in fines. The evidence suggests that they are guilty."
story_subjectivity,48.45,strong evidence,wo572d9yYwv41dUF,2,How objectively / subjectively written is the story?,bees,A couple in 2017 woke up to a destroyed be farm. The responsible were two 12 and 13 year old kids. If found guilty. they could be fined and sent to juvie for 10 years
story_subjectivity,34.1,strong evidence,wo572d9yYwv41dUF,3,How objectively / subjectively written is the story?,bees,"A couple in 2017 woke up to find their farm destroyed. The accused were two 12 and 13 year-olds. If found guilty, they would be sent to juvie."
story_subjectivity,54.473684210526315,strong evidence,wo572d9yYwv41dUF,4,How objectively / subjectively written is the story?,bees,A couple's farm burned down in 2017. There were two twelve and 13-year-olds who accused and could go to juvie if they were found guilty.
story_subjectivity,25.555555555555557,strong evidence,wo572d9yYwv41dUF,5,How objectively / subjectively written is the story?,bees,A couple's farm was burned down in 2017. There were two twelve and thirteen year olds who were accused
story_subjectivity,44.588235294117645,strong evidence,X6VuET502t8uChYn,1,How objectively / subjectively written is the story?,smuggler,"Police were able to discover a group of exotic birds that were being illegally transported, most likely to be sold as exotic pets. After investigation, the police were able to arrest the ring carrying out the crime. Because of eyewitness testimonial and the fact that the suspects' testimonies have inconsistencies, it is very likely the suspects are indeed guilty."
story_subjectivity,43.5,strong evidence,X6VuET502t8uChYn,2,How objectively / subjectively written is the story?,smuggler,"Police were able to discover a flock of exotic birds that were being transported illegally.  After investigation the police were able to identify the ring that was responsible for the crime.  With the help of eyewitness accounts and inconsistencies in the ring members' testimonies, it is likely that the ring member will be found guilty."
story_subjectivity,35.3,strong evidence,X6VuET502t8uChYn,3,How objectively / subjectively written is the story?,smuggler,"Police were able to find a flock of exotic birds being transported illegally. The police have found that the ring and its members are likely suspects. After several eye-witness accounts and inconsistencies within the testimonies of ring members, it is very likely that the ring leader will be found guilty."
story_subjectivity,56.9375,strong evidence,X6VuET502t8uChYn,4,How objectively / subjectively written is the story?,smuggler,"Police found a flock of exotic birds being transported illegally. Although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught."
story_subjectivity,50.05555555555556,strong evidence,X6VuET502t8uChYn,5,How objectively / subjectively written is the story?,smuggler,"After a police seizure of exotic birds being sold by an illegal trading ring, the police attempted to open a case against the ring. However, due to the inconsistencies of the evidence presented by eyewitnesses and ring members, the likelihood of the ringleader being caught is low."
story_subjectivity,58.588235294117645,strong evidence,XqLTvxT4xRASDgeX,1,How objectively / subjectively written is the story?,arson,"There were a series of multiple arsons in Bavaria, Germany. The arsons created much material damage, and the police were quick to investigate the perpetrator. Because original investigations were fruitless, the police then turned to the public for help, offering a monetary reward. Then, a specific shirt of the perpetrator turned up, with a specialized design. In this way, the police arrested a man. Because of the physical evidence, it is indubitable that the suspect is guilty."
story_subjectivity,60,strong evidence,XqLTvxT4xRASDgeX,2,How objectively / subjectively written is the story?,arson,"There was a series of multiple arsons in Bavaria, Germany. Police are offering a monetary reward to citizens who can help track down the arsonists. A specific shirt design was identified and used to track down the suspect, whose guiltiness was indubitable."
story_subjectivity,39.411764705882355,strong evidence,XqLTvxT4xRASDgeX,3,How objectively / subjectively written is the story?,arson,"After a series of multiple arsons, police put out an offer for people to catch him, who was wearing a very easy to identify shirt"
story_subjectivity,41.6,strong evidence,XqLTvxT4xRASDgeX,4,How objectively / subjectively written is the story?,arson,A suspected arsonist was wearing a very identifiable shirt. Police were asking the public to look for him.
story_subjectivity,46.666666666666664,strong evidence,XqLTvxT4xRASDgeX,5,How objectively / subjectively written is the story?,arson,An arsonist was wearing an identifiable shirt. Police were asking people to look for him.
story_subjectivity,50.21052631578947,strong evidence,Y21T5zOAWJkVUCBc,1,How objectively / subjectively written is the story?,arson,"In April 2018, a series of arsons occured in Bavaria, Germany. The arsons ranged from trash cans to town houses, with as many as 6 fires started in one night. These fires incurred over 200000 dollars in damages. Though the manhunt was slow, a 6000 dollar reward for information eventually became fruitful. A unique black shirt found at one of the crime scenes may have been a crucial clue. A 37 year old man was arrested, and the evidence leaves little doubt that he is guilty."
story_subjectivity,56.31578947368421,strong evidence,Y21T5zOAWJkVUCBc,2,How objectively / subjectively written is the story?,arson,"There was a string of deliberate arsons in Bavaria, Germany over a long period of time. As many as 6 fires were started in one night, and it caused an extreme amount of damage - as much as 200,000 dollars. A black shirt was discovered as a key clue after a 6,000 dollar reward was offered, and a 37 year old man was arrested. He is presumed guilty."
story_subjectivity,47.333333333333336,strong evidence,Y21T5zOAWJkVUCBc,3,How objectively / subjectively written is the story?,arson,"There was a series of 6 deliberate arsons in Bavaria Germany that happened over an extended period of time. An extreme amount of damage, as much as 200,000 dollars, was caused. A black shirt and 6000 were used as clues to find the suspect."
story_subjectivity,46.76470588235294,strong evidence,Y21T5zOAWJkVUCBc,4,How objectively / subjectively written is the story?,arson,"There were six deliberate arsons that happened in Germany. It caused a total of 200,000 in damage. And something and 6000 were used to find the suspect."
story_subjectivity,42.78947368421053,strong evidence,Y21T5zOAWJkVUCBc,5,How objectively / subjectively written is the story?,arson,There were 6 deliberate arsons in Germany. Hundreds of thousands were impacted and this caused thousands in damage
story_subjectivity,42.05882352941177,strong evidence,yigh7rXcJyUtupyp,1,How objectively / subjectively written is the story?,professor,"A professor in the Neuroscience department at Corsen University has been arrested for sexual harassment. 11 women, all former graduate students, have come forward with allegations against Prof. Jim Smith. He faces charges of making inappropriate comments on women's appearances, making students come to his private home for meetings, and hosting several hot-tub parties that included nudity at which some of his student were present. Smith is also known to have had several quid pro quo relationships with some of his students. He has been suspended indefinitely and may even be fired, a rarity for professors with tenure. Over 100 people who know him have testified about his character."
story_subjectivity,57.411764705882355,strong evidence,yigh7rXcJyUtupyp,2,How objectively / subjectively written is the story?,professor,"A professor in the Neuroscience department at Corsen University has been suspended indefinitely and could be fired––a rarity for professors with tenure––based on charges of harassment. 11 women, all former graduate students, have come forward to accuse Prof. Jim Smith of misconduct. Smith was said to have made inappropriate comments about women's appearances, invited students to his private home for meetings, and hosted several hot-tub parties, which involved nudity and at which students were present. He was also accused of having had quid-pro-quo relationships with many students. Over 100 people will testify about Smith's character."
story_subjectivity,40.388888888888886,strong evidence,yigh7rXcJyUtupyp,3,How objectively / subjectively written is the story?,professor,Professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.
story_subjectivity,35,strong evidence,yigh7rXcJyUtupyp,4,How objectively / subjectively written is the story?,professor,"11 women have come forward to report sexually inappropriate behavior and harassment against a professor. As a result, this professor is likely to lose tenure and will likely be charged with harassment."
story_subjectivity,47.833333333333336,strong evidence,yigh7rXcJyUtupyp,5,How objectively / subjectively written is the story?,professor,A woman has charged a professor with sexual harassment. The professor will most likely lose tenure.
story_subjectivity,43.4,strong evidence,zY2xAjwo9f1AcbN4,1,How objectively / subjectively written is the story?,arson,"Since mid-April of 2018, a vandal pyromaniac has been loose in German region of Bavaria. These fires igniting cars, houses, and more have amounted to at least $450,000 in damages. Initially, there were no leads on finding this criminal. However, after offered $6000 for any pieces of evidences relating to the case, a crumpled black T-shirt was found at one of the scenes of the crime bearing a unique insignia. Using this lead, the police were able to identify a suspect, compiling enough evidence to convict him of the crimes without any reasonable doubt."
story_subjectivity,48.111111111111114,strong evidence,zY2xAjwo9f1AcbN4,2,How objectively / subjectively written is the story?,arson,"Beginning this year, there was a vandal pyromaniac wreaking havoc around the German region of Bavaria. They caused $450,000 worth of damage to houses and cars. There were no leads in the investigation until the police offered a $6,000 reward for any evidence. When that happened, a black t-shirt with an insignia was found at one of the crime scenes. This piece of evidence was enough to convict the criminal without any reasonable doubt."
story_subjectivity,44.94444444444444,strong evidence,zY2xAjwo9f1AcbN4,3,How objectively / subjectively written is the story?,arson,"At the beginning of this year, a pyromaniac was causing destruction in Bavaria, causing $45,000 worth of damage to cars and houses. It wasn't until police offered a $6,000 reward that a tip turned up. A black shirt with an insignia on it led police to discover the perpetrator of the events."
story_subjectivity,30.72222222222222,strong evidence,zY2xAjwo9f1AcbN4,4,How objectively / subjectively written is the story?,arson,"At the beginning of this year, a pyromaniac was wreaking havoc on Bavaria, causing up to $45,000 in damages. It wasn't until police offered a $6,000 reward for information that the suspect was discovered; an insignia on a black shirt led the police to the suspected perpetrator."
story_subjectivity,37.44444444444444,strong evidence,zY2xAjwo9f1AcbN4,5,How objectively / subjectively written is the story?,arson,A pyromanic caused $45000 dollars in damages before the police caught him by offering a $6000 reward. The crucial clue was an logo on a black shirt.
story_subjectivity,43.666666666666664,weak evidence,0,0,How objectively / subjectively written is the story?,arson,"Since mid-April 2018, a region in Bavaria, Germany, has faced a series of fires set by one or more vandals that ignited trash cans, a car, and even an entire town house. At its peak, 8 different fires were started in a single night. Fortunately, nobody was hurt, but the material damages are estimated at around $450,000. The police could not make significant advances in finding the perpetrator until they publicly offered a reward of $6000 for each helpful tip. A crumpled-up black shirt found at one of the crime scenes and bearing a unique design may have been the critical clue. About a week ago, the police arrested a 37 year old suspect on charges of second-degree arson. If found guilty, he will face up to 10 years in prison. According to recent reports though, experts don't believe that the existing evidence clearly points to him."
story_subjectivity,39.888888888888886,weak evidence,0,0,How objectively / subjectively written is the story?,bees,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, and the evidence so far doesn't warrant rushed conclusions about the guilt of the suspects."
story_subjectivity,41.77777777777778,weak evidence,0,0,How objectively / subjectively written is the story?,professor,"A professor in the Neuroscience department at Corsen University has been accused of sexual harassment. 11 women, all of them former graduate students in the department, have come forward with stories about Prof. Jim Smith. The list of allegations against Smith includes frequently commenting on women's appearance, forcing students to have meetings with him in his private home, and hosting several hot-tub parties that included nudity, which students were present at. Witnesses also claim that it was well-known that Smith engaged in a series of quid pro quo sexual relationships with his female graduate students. An independent investigation by an external law firm was commissioned. If found guilty of sexual harassment, Smith may be suspended for an indefinite amount of time or even fired, a rarity for tenured professors. The report by the official investigation is based on testimony about his character by over 100 of his current and former students, and indicates that the facts are much less clear than the original allegations suggest."
story_subjectivity,41.44,weak evidence,0,0,How objectively / subjectively written is the story?,scam,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. However, news outlets recently acquired access to the camera footage and found that the video material is of very poor quality and therefore potentially unreliable."
story_subjectivity,31.464285714285715,weak evidence,0,0,How objectively / subjectively written is the story?,smuggler,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on an anonymous tip, which provides a very weak case for the suspects' guilt. Moreover, all four suspects appear to have plausible alibis. Thus, it seems very unlikely that they were involved."
story_subjectivity,44.68421052631579,weak evidence,0pAib2pGE31qYJPY,1,How objectively / subjectively written is the story?,arson,"Since mid-April 2018, a region in Bavaria, Germany, has faced a problem of arson.  Many fires have been started by arsonists lighting up trash cans and other objects near people's houses, with damages around $450,000.  Nothing happened until police offered a reward of $6000 for every tip.  Police have found a critical clue--a crumpled-up black shirt bearing a unique design, found near one of the crime scenes--that connects a certain man with the crime.  However, they're not sure if the evidence is strong enough to convict him."
story_subjectivity,31.176470588235293,weak evidence,0pAib2pGE31qYJPY,2,How objectively / subjectively written is the story?,arson,"Beginning in April 2018, there have been a series of arson crimes occurring in Germany. The damage caused by these crimes have amounted to nearly $450,000. Recently, the police have been offering rewards of up to $6000 per tip given, resulting in more clues. Though the police have found certain evidence linking one man to the crimes, they are unsure if this evidence - a uniquely labeled shirt- is enough to convict him."
story_subjectivity,38.611111111111114,weak evidence,0pAib2pGE31qYJPY,3,How objectively / subjectively written is the story?,arson,"There have been many crimes involving arson in Germany, with damages totaling over $400,000. Tips to solve the crime are valued around $6000. One tip is a uniquely labeled shirt, but police aren't sure if that evidence is enough to convict the suspect."
story_subjectivity,32.125,weak evidence,0pAib2pGE31qYJPY,4,How objectively / subjectively written is the story?,arson,"There have been many crimes involving arson in Germany, and the total damages have been around $400,000. Tips for information on suspects are around $6,000. One of the tips is a uniquely labeled shirt, but police are unsure if that is enough evidence to convict the suspect."
story_subjectivity,30.833333333333332,weak evidence,0pAib2pGE31qYJPY,5,How objectively / subjectively written is the story?,arson,"There have been many crimes involving arson in Germany, and the damaged have totaled $40,000. Tips for the crimes are about $6,000. One of the tips is a uniquely tagged shirt, although officials are unsure whether it is enough to convict the suspect."
story_subjectivity,52.94444444444444,weak evidence,2HFGojXNxZKcfqEj,1,How objectively / subjectively written is the story?,scam,"In August 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. Turns out they were distributing pornographic material. They could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad."
story_subjectivity,49.4375,weak evidence,2HFGojXNxZKcfqEj,2,How objectively / subjectively written is the story?,scam,"In August 2015, a man and woman sent a link to draw in people. They were sending porn in a coffee shop. They may be acquitted though because the cameras that caught them were bad."
story_subjectivity,47.31578947368421,weak evidence,2HFGojXNxZKcfqEj,3,How objectively / subjectively written is the story?,scam,"In August 2015 a man and a woman sent a link to people to draw them in. They are setting them a link for porn, but may not get in trouble because the cameras they were using were bad."
story_subjectivity,51,weak evidence,2HFGojXNxZKcfqEj,4,How objectively / subjectively written is the story?,scam,"People were sending porn links to attract people, but because the cameras were so low quality, they may not get in trouble for it."
story_subjectivity,42.75,weak evidence,2HFGojXNxZKcfqEj,5,How objectively / subjectively written is the story?,scam,People were sending porn links to other people in order to attract them. The images generated by the camera were so low-quality though that they may not get in trouble.
story_subjectivity,45.72222222222222,weak evidence,81N1939JUQFeOfiX,1,How objectively / subjectively written is the story?,bees,"In late December of 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The beehives had been destroyed and the tools in their shed thrown everywhere, causing about $60,000 worth of damages. Three weeks later, police arrested two boys (12 and 13 years old) for, allegedly, committing the crime. The boys were charged with three different things. Since they were still minors, they were tried in juvenile court and face up to 10 years in prison and a $10,000 fine. However, police say that the allegations against the boys may not be enough to determine that they are guilty."
story_subjectivity,58.470588235294116,weak evidence,81N1939JUQFeOfiX,2,How objectively / subjectively written is the story?,bees,"In late December of 2017, a couple discovered their 30 beehives destroyed and their shed ransacked, which caused over $60,000 worth of damages. Weeks later, a 12 year old boy and a 13 year old boy were allegedly found at fault for the crime. Because they were minors, they were only in jail for a year and had to pay a $10,000 fine; however, this allegation is not enough to prove they were guilty."
story_subjectivity,39.72222222222222,weak evidence,81N1939JUQFeOfiX,3,How objectively / subjectively written is the story?,bees,"One day, a couple with 30 behives found their shed ransacked and the beehives destroyed which resulted in over 60k in damage. A boy and a girl who were both minors were sentenced to 10k in fines and only a year in jail, since they were minors."
story_subjectivity,35.8125,weak evidence,81N1939JUQFeOfiX,4,How objectively / subjectively written is the story?,bees,"One day a couple's shed was destroyed that housed their 60 beehives, resulting in thousands of dollars in damages. A boy and girl were convicted and given a fine of $1000, but were given leniency since they were minors"
story_subjectivity,45.6,weak evidence,81N1939JUQFeOfiX,5,How objectively / subjectively written is the story?,bees,"A couple's house was destroyed resulting in thousands of dollars of damage as their beehives were also messed up. Also, a boy and girl were charged with $1000 of damage but were let off because they were minors."
story_subjectivity,35,weak evidence,BsdiuDZbJFgAmb3A,1,How objectively / subjectively written is the story?,scam,"A scam email was sent out to thousands of people in spain declaring that the recipients had infringed copyright by distributing pornographic content and were now required to pay an $11,000 fine. Ultimately, about 5% of the recipients paid the scammers, resulting in a net profit of about $17 million for them. Weeks later, the emails were traced to an internet cafe and security footage was probed to arrest a man and a woman who are suspected of the crime. However, the footage was not clear."
story_subjectivity,35.44444444444444,weak evidence,BsdiuDZbJFgAmb3A,2,How objectively / subjectively written is the story?,scam,"A scam email was sent to thousands of people in Spain accusing the recipients of infringing copyright by distributing pornographic material, and demanded a $11,000 fine. Of the recipients, 5% actually paid the fine, resulting in a net profit of $17,000 to the senders of the email. Weeks later, the email was traced back to a cafe where footage found a man and a woman, who were thought to be responsible for the scam. However, the footage was not clear."
story_subjectivity,45.53333333333333,weak evidence,BsdiuDZbJFgAmb3A,3,How objectively / subjectively written is the story?,scam,There was a scam in Spain where an email was sent asking for 11K for something to do with pornographic materials. There is a couple that is suspected to have done it but the footage that spotted them in a cafe isn't clear.
story_subjectivity,43.07142857142857,weak evidence,BsdiuDZbJFgAmb3A,4,How objectively / subjectively written is the story?,scam,"There is a scam in spain that asked for 11K in relation to some sort of pornographic materials. There were reports of a couple being suspected in this case, but the footage they found of them in a cafe is not clear."
story_subjectivity,38.2,weak evidence,BsdiuDZbJFgAmb3A,5,How objectively / subjectively written is the story?,scam,There was a scam in Spain that was related to pornographic material. It involved 11k and there's footage of the couple at the Cafe but they're not sure.
