story_tokenized,tensor,story_id,story,token_id
said,2056,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",27
he,2002,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",28
',1005,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",29
s,1055,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",30
commented,7034,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",31
on,2006,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",32
their,2037,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",33
bodies,4230,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",34
",",1010,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",35
an,2019,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",36
independent,2981,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",37
law,2375,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",38
firm,3813,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",39
has,2038,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",40
concluded,5531,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",41
that,2008,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",42
the,1996,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",43
claims,4447,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",44
are,2024,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",45
too,2205,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",46
ambiguous,20080,12,"a neuroscience professor is the subject of controversy as many women have come out against him with allegations of sexual assault. even though the women have said he's commented on their bodies, an independent law firm has concluded that the claims are too ambiguous",47
there,2045,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",0
were,2020,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",1
150,5018,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",2
smug,20673,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",3
##gled,11533,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",4
birds,5055,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",5
that,2008,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",6
were,2020,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",7
found,2179,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",8
by,2011,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",9
police,2610,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",10
",",1010,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",11
and,1998,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",12
they,2027,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",13
arrested,4727,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",14
4,1018,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",15
individuals,3633,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",16
who,2040,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",17
were,2020,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",18
the,1996,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",19
ones,3924,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",20
trying,2667,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",21
to,2000,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",22
bring,3288,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",23
them,2068,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",24
to,2000,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",25
america,2637,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",26
.,1012,13,"there were 150 smuggled birds that were found by police, and they arrested 4 individuals who were the ones trying to bring them to america.",27
police,2610,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",0
found,2179,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",1
a,1037,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",2
flock,19311,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",3
of,1997,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",4
exotic,12564,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",5
birds,5055,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",6
being,2108,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",7
transported,9687,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",8
illegally,17800,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",9
.,1012,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",10
although,2348,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",11
the,1996,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",12
police,2610,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",13
suspects,13172,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",14
a,1037,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",15
specific,3563,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",16
criminal,4735,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",17
ring,3614,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",18
of,1997,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",19
committing,16873,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",20
the,1996,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",21
crime,4126,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",22
",",1010,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",23
there,2045,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",24
are,2024,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",25
serious,3809,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",26
inc,4297,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",27
##ons,5644,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",28
##iste,27870,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",29
##ncies,14767,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",30
in,1999,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",31
the,1996,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",32
stories,3441,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",33
of,1997,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",34
eye,3239,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",35
witnesses,9390,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",36
and,1998,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",37
ring,3614,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",38
members,2372,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",39
-,1011,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",40
so,2061,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",41
much,2172,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",42
so,2061,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",43
that,2008,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",44
the,1996,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",45
ring,3614,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",46
leader,3003,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",47
will,2097,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",48
most,2087,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",49
likely,3497,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",50
not,2025,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",51
be,2022,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",52
caught,3236,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",53
.,1012,14,"police found a flock of exotic birds being transported illegally. although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.",54
four,2176,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",0
people,2111,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",1
were,2020,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",2
arrested,4727,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",3
for,2005,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",4
smuggling,19535,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",5
a,1037,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",6
truck,4744,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",7
full,2440,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",8
of,1997,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",9
birds,5055,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",10
",",1010,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",11
intended,3832,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",12
to,2000,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",13
be,2022,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",14
sold,2853,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",15
as,2004,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",16
pets,18551,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",17
for,2005,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",18
$,1002,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",19
1000,6694,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",20
##0,2692,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",21
in,1999,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",22
the,1996,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",23
us,2149,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",24
.,1012,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",25
they,2027,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",26
face,2227,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",27
up,2039,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",28
to,2000,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",29
8,1022,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",30
years,2086,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",31
in,1999,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",32
prison,3827,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",33
.,1012,15,"four people were arrested for smuggling a truck full of birds, intended to be sold as pets for $10000 in the us. they face up to 8 years in prison.",34
in,1999,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",0
august,2257,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",1
2018,2760,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",2
a,1037,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",3
man,2158,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",4
and,1998,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",5
a,1037,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",6
woman,2450,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",7
in,1999,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",8
their,2037,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",9
50,2753,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",10
##s,2015,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",11
were,2020,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",12
found,2179,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",13
in,1999,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",14
a,1037,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",15
cafe,7668,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",16
sc,8040,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",17
##am,3286,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",18
##ming,6562,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",19
people,2111,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",20
with,2007,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",21
an,2019,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",22
email,10373,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",23
subject,3395,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",24
headline,17653,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",25
that,2008,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",26
drew,3881,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",27
people,2111,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",28
in,1999,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",29
.,1012,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",30
turns,4332,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",31
out,2041,16,"in august 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. turns out they were distributing pornographic material. they could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.",32
